date,store_id,product_id,category,price,promotion,day_of_week,is_weekend,holiday,stock_available,units_sold
2025-06-24,S001,P002,Dairy,80.0,0,1,0,0,103,54
2025-06-25,S001,P002,Dairy,80.0,0,2,0,0,146,47
2025-06-26,S001,P002,Dairy,80.0,0,3,0,0,142,47
2025-06-27,S001,P002,Dairy,80.0,0,4,0,0,113,53
2025-06-28,S001,P002,Dairy,64.0,1,5,1,0,134,118
2025-06-29,S001,P002,Dairy,80.0,0,6,1,0,143,48
2025-06-30,S001,P002,Dairy,80.0,0,0,0,0,104,46
2025-07-01,S001,P002,Dairy,80.0,0,1,0,0,155,43
2025-07-02,S001,P002,Dairy,80.0,0,2,0,0,109,48
2025-07-03,S001,P002,Dairy,80.0,0,3,0,0,163,58
2025-07-04,S001,P002,Dairy,80.0,0,4,0,0,146,50
2025-07-05,S001,P002,Dairy,80.0,0,5,1,0,150,62
2025-07-06,S001,P002,Dairy,64.0,1,6,1,1,154,122
2025-07-07,S001,P002,Dairy,84.0,0,0,0,0,132,49
2025-07-08,S001,P002,Dairy,72.0,0,1,0,0,160,64
2025-07-09,S001,P002,Dairy,80.0,0,2,0,0,164,50
2025-07-10,S001,P002,Dairy,80.0,0,3,0,0,149,52
2025-07-11,S001,P002,Dairy,80.0,0,4,0,0,142,57
2025-07-12,S001,P002,Dairy,80.0,0,5,1,0,138,50
2025-07-13,S001,P002,Dairy,80.0,0,6,1,0,131,67
2025-07-14,S001,P002,Dairy,80.0,0,0,0,0,131,53
2025-07-15,S001,P002,Dairy,80.0,0,1,0,0,107,51
2025-07-16,S001,P002,Dairy,80.0,0,2,0,0,116,52
2025-07-17,S001,P002,Dairy,80.0,0,3,0,0,125,47
2025-07-18,S001,P002,Dairy,80.0,0,4,0,0,100,53
2025-07-19,S001,P002,Dairy,72.0,0,5,1,0,163,63
2025-07-20,S001,P002,Dairy,80.0,0,6,1,0,103,61
2025-07-21,S001,P002,Dairy,57.6,1,0,0,0,131,130
2025-07-22,S001,P002,Dairy,80.0,0,1,0,0,150,52
2025-07-23,S001,P002,Dairy,64.0,1,2,0,0,104,104
2025-07-24,S001,P002,Dairy,76.0,0,3,0,0,132,52
2025-07-25,S001,P002,Dairy,80.0,0,4,0,0,102,54
2025-07-26,S001,P002,Dairy,80.0,0,5,1,0,160,52
2025-07-27,S001,P002,Dairy,80.0,0,6,1,0,136,58
2025-07-28,S001,P002,Dairy,80.0,0,0,0,0,137,49
2025-07-29,S001,P002,Dairy,76.0,0,1,0,0,161,54
2025-07-30,S001,P002,Dairy,80.0,0,2,0,0,21,21
2025-07-31,S001,P002,Dairy,80.0,0,3,0,0,132,56
2025-08-01,S001,P002,Dairy,80.0,0,4,0,0,136,55
2025-08-02,S001,P002,Dairy,80.0,0,5,1,0,136,55
2025-08-03,S001,P002,Dairy,80.0,0,6,1,0,133,53
2025-08-04,S001,P002,Dairy,80.0,0,0,0,0,16,16
2025-08-05,S001,P002,Dairy,80.0,0,1,0,0,132,54
2025-08-06,S001,P002,Dairy,80.0,0,2,0,0,136,50
2025-08-07,S001,P002,Dairy,80.0,0,3,0,0,135,56
2025-08-08,S001,P002,Dairy,80.0,0,4,0,0,125,49
2025-08-09,S001,P002,Dairy,80.0,0,5,1,0,117,55
2025-08-10,S001,P002,Dairy,80.0,0,6,1,0,176,57
2025-08-11,S001,P002,Dairy,80.0,0,0,0,0,126,52
2025-08-12,S001,P002,Dairy,80.0,0,1,0,0,146,43
2025-08-13,S001,P002,Dairy,84.0,0,2,0,0,157,54
2025-08-14,S001,P002,Dairy,72.0,0,3,0,0,104,60
2025-08-15,S001,P002,Dairy,80.0,0,4,0,0,88,52
2025-08-16,S001,P002,Dairy,80.0,0,5,1,0,172,55
2025-08-17,S001,P002,Dairy,80.0,0,6,1,0,125,53
2025-08-18,S001,P002,Dairy,80.0,0,0,0,0,142,58
2025-08-19,S001,P002,Dairy,80.0,0,1,0,0,151,52
2025-08-20,S001,P002,Dairy,76.0,0,2,0,0,108,55
2025-08-21,S001,P002,Dairy,64.0,1,3,0,0,120,103
2025-08-22,S001,P002,Dairy,76.0,0,4,0,1,154,52
2025-08-23,S001,P002,Dairy,80.0,0,5,1,0,110,53
2025-08-24,S001,P002,Dairy,80.0,0,6,1,0,139,61
2025-08-25,S001,P002,Dairy,80.0,0,0,0,0,126,47
2025-08-26,S001,P002,Dairy,80.0,0,1,0,0,12,12
2025-08-27,S001,P002,Dairy,72.0,0,2,0,0,89,61
2025-08-28,S001,P002,Dairy,80.0,0,3,0,0,136,50
2025-08-29,S001,P002,Dairy,84.0,0,4,0,0,160,43
2025-08-30,S001,P002,Dairy,80.0,0,5,1,0,172,56
2025-08-31,S001,P002,Dairy,72.0,0,6,1,0,133,72
2025-09-01,S001,P002,Dairy,80.0,0,0,0,0,140,50
2025-09-02,S001,P002,Dairy,80.0,0,1,0,0,12,12
2025-09-03,S001,P002,Dairy,80.0,0,2,0,0,122,58
2025-09-04,S001,P002,Dairy,80.0,0,3,0,0,99,53
2025-09-05,S001,P002,Dairy,64.0,1,4,0,0,146,115
2025-09-06,S001,P002,Dairy,80.0,0,5,1,0,113,57
2025-09-07,S001,P002,Dairy,80.0,0,6,1,0,139,59
2025-09-08,S001,P002,Dairy,80.0,0,0,0,0,142,56
2025-09-09,S001,P002,Dairy,80.0,0,1,0,0,155,47
2025-09-10,S001,P002,Dairy,80.0,0,2,0,0,117,47
2025-09-11,S001,P002,Dairy,80.0,0,3,0,0,120,53
2025-09-12,S001,P002,Dairy,80.0,0,4,0,1,144,51
2025-09-13,S001,P002,Dairy,80.0,0,5,1,0,174,55
2025-09-14,S001,P002,Dairy,80.0,0,6,1,0,119,58
2025-09-15,S001,P002,Dairy,80.0,0,0,0,0,148,50
2025-09-16,S001,P002,Dairy,84.0,0,1,0,0,116,45
2025-09-17,S001,P002,Dairy,80.0,0,2,0,0,128,47
2025-09-18,S001,P002,Dairy,80.0,0,3,0,1,156,50
2025-09-19,S001,P002,Dairy,64.0,1,4,0,0,158,111
2025-09-20,S001,P002,Dairy,80.0,0,5,1,0,156,52
2025-09-21,S001,P002,Dairy,80.0,0,6,1,0,177,52
2025-09-22,S001,P002,Dairy,80.0,0,0,0,0,126,53
2025-09-23,S001,P002,Dairy,80.0,0,1,0,0,107,52
2025-09-24,S001,P002,Dairy,80.0,0,2,0,0,99,49
2025-09-25,S001,P002,Dairy,80.0,0,3,0,0,133,54
2025-09-26,S001,P002,Dairy,80.0,0,4,0,0,149,51
2025-09-27,S001,P002,Dairy,80.0,0,5,1,0,127,54
2025-09-28,S001,P002,Dairy,80.0,0,6,1,0,111,60
2025-09-29,S001,P002,Dairy,80.0,0,0,0,0,157,54
2025-09-30,S001,P002,Dairy,80.0,0,1,0,0,157,55
2025-10-01,S001,P002,Dairy,80.0,0,2,0,0,101,60
2025-10-02,S001,P002,Dairy,80.0,0,3,0,0,109,51
2025-10-03,S001,P002,Dairy,80.0,0,4,0,0,161,53
2025-10-04,S001,P002,Dairy,84.0,0,5,1,0,119,55
2025-10-05,S001,P002,Dairy,80.0,0,6,1,0,128,52
2025-10-06,S001,P002,Dairy,80.0,0,0,0,0,139,46
2025-10-07,S001,P002,Dairy,80.0,0,1,0,0,114,52
2025-10-08,S001,P002,Dairy,80.0,0,2,0,0,91,50
2025-10-09,S001,P002,Dairy,80.0,0,3,0,1,99,49
2025-10-10,S001,P002,Dairy,80.0,0,4,0,0,5,5
2025-10-11,S001,P002,Dairy,80.0,0,5,1,0,154,56
2025-10-12,S001,P002,Dairy,80.0,0,6,1,0,178,53
2025-10-13,S001,P002,Dairy,80.0,0,0,0,0,153,48
2025-10-14,S001,P002,Dairy,80.0,0,1,0,0,134,50
2025-10-15,S001,P002,Dairy,80.0,0,2,0,0,104,50
2025-10-16,S001,P002,Dairy,72.0,0,3,0,0,128,66
2025-10-17,S001,P002,Dairy,80.0,0,4,0,0,126,43
2025-10-18,S001,P002,Dairy,80.0,0,5,1,0,154,58
2025-10-19,S001,P002,Dairy,80.0,0,6,1,0,98,58
2025-10-20,S001,P002,Dairy,80.0,0,0,0,0,121,57
2025-10-21,S001,P002,Dairy,80.0,0,1,0,0,147,47
2025-10-22,S001,P002,Dairy,80.0,0,2,0,0,100,51
2025-10-23,S001,P002,Dairy,80.0,0,3,0,0,154,57
2025-10-24,S001,P002,Dairy,80.0,0,4,0,0,106,53
2025-10-25,S001,P002,Dairy,80.0,0,5,1,0,168,59
2025-10-26,S001,P002,Dairy,80.0,0,6,1,0,173,55
2025-10-27,S001,P002,Dairy,80.0,0,0,0,0,113,51
2025-10-28,S001,P002,Dairy,80.0,0,1,0,0,136,52
2025-10-29,S001,P002,Dairy,80.0,0,2,0,0,124,53
2025-10-30,S001,P002,Dairy,80.0,0,3,0,0,104,58
2025-10-31,S001,P002,Dairy,80.0,0,4,0,0,115,51
2025-11-01,S001,P002,Dairy,80.0,0,5,1,0,110,60
2025-11-02,S001,P002,Dairy,80.0,0,6,1,0,140,60
2025-11-03,S001,P002,Dairy,80.0,0,0,0,0,162,53
2025-11-04,S001,P002,Dairy,80.0,0,1,0,0,161,53
2025-11-05,S001,P002,Dairy,80.0,0,2,0,0,140,44
2025-11-06,S001,P002,Dairy,80.0,0,3,0,0,130,43
2025-11-07,S001,P002,Dairy,80.0,0,4,0,0,122,55
2025-11-08,S001,P002,Dairy,76.0,0,5,1,0,113,58
2025-11-09,S001,P002,Dairy,64.0,1,6,1,0,111,111
2025-11-10,S001,P002,Dairy,80.0,0,0,0,0,123,54
2025-11-11,S001,P002,Dairy,80.0,0,1,0,0,162,47
2025-11-12,S001,P002,Dairy,80.0,0,2,0,0,102,51
2025-11-13,S001,P002,Dairy,80.0,0,3,0,0,136,53
2025-11-14,S001,P002,Dairy,80.0,0,4,0,0,163,44
2025-11-15,S001,P002,Dairy,80.0,0,5,1,0,154,58
2025-11-16,S001,P002,Dairy,80.0,0,6,1,0,110,52
2025-11-17,S001,P002,Dairy,80.0,0,0,0,0,116,57
2025-11-18,S001,P002,Dairy,80.0,0,1,0,0,105,48
2025-11-19,S001,P002,Dairy,80.0,0,2,0,0,123,48
2025-11-20,S001,P002,Dairy,80.0,0,3,0,1,102,59
2025-11-21,S001,P002,Dairy,80.0,0,4,0,0,142,54
2025-11-22,S001,P002,Dairy,80.0,0,5,1,0,136,49
2025-11-23,S001,P002,Dairy,80.0,0,6,1,0,16,16
2025-11-24,S001,P002,Dairy,80.0,0,0,0,0,144,51
2025-11-25,S001,P002,Dairy,72.0,0,1,0,0,121,62
2025-11-26,S001,P002,Dairy,80.0,0,2,0,0,27,27
2025-11-27,S001,P002,Dairy,80.0,0,3,0,0,139,47
2025-11-28,S001,P002,Dairy,80.0,0,4,0,0,107,57
2025-11-29,S001,P002,Dairy,80.0,0,5,1,0,157,57
2025-11-30,S001,P002,Dairy,80.0,0,6,1,0,104,56
2025-12-01,S001,P002,Dairy,72.0,0,0,0,0,163,68
2025-12-02,S001,P002,Dairy,80.0,0,1,0,0,110,55
2025-12-03,S001,P002,Dairy,80.0,0,2,0,0,92,50
2025-12-04,S001,P002,Dairy,80.0,0,3,0,0,98,48
2025-12-05,S001,P002,Dairy,80.0,0,4,0,0,127,54
2025-12-06,S001,P002,Dairy,72.0,0,5,1,0,181,69
2025-12-07,S001,P002,Dairy,80.0,0,6,1,0,130,58
2025-12-08,S001,P002,Dairy,80.0,0,0,0,0,146,42
2025-12-09,S001,P002,Dairy,80.0,0,1,0,0,141,56
2025-12-10,S001,P002,Dairy,80.0,0,2,0,0,150,51
2025-12-11,S001,P002,Dairy,80.0,0,3,0,0,100,43
2025-12-12,S001,P002,Dairy,80.0,0,4,0,0,107,50
2025-12-13,S001,P002,Dairy,76.0,0,5,1,0,179,55
2025-12-14,S001,P002,Dairy,64.0,1,6,1,0,115,114
2025-12-15,S001,P002,Dairy,64.0,1,0,0,0,163,106
2025-12-16,S001,P002,Dairy,80.0,0,1,0,0,163,50
2025-12-17,S001,P002,Dairy,80.0,0,2,0,0,164,51
2025-12-18,S001,P002,Dairy,80.0,0,3,0,0,118,49
2025-12-19,S001,P002,Dairy,80.0,0,4,0,0,159,46
2025-12-20,S001,P002,Dairy,80.0,0,5,1,0,96,50
2025-12-21,S001,P002,Dairy,80.0,0,6,1,0,160,49
2025-12-22,S001,P002,Dairy,80.0,0,0,0,0,107,53
2025-12-23,S001,P002,Dairy,80.0,0,1,0,0,153,52
2025-12-24,S001,P002,Dairy,80.0,0,2,0,0,127,52
2025-12-25,S001,P002,Dairy,80.0,0,3,0,1,140,54
2025-12-26,S001,P002,Dairy,80.0,0,4,0,0,128,50
2025-12-27,S001,P002,Dairy,84.0,0,5,1,0,173,56
2025-12-28,S001,P002,Dairy,80.0,0,6,1,0,15,15
2025-12-29,S001,P002,Dairy,80.0,0,0,0,1,135,46
2025-12-30,S001,P002,Dairy,80.0,0,1,0,0,116,58
2025-12-31,S001,P002,Dairy,64.0,1,2,0,0,89,89
2023-12-13,S002,P003,Beverages,30.0,0,2,0,0,199,59
2023-12-14,S002,P003,Beverages,30.0,0,3,0,0,135,59
2023-12-15,S002,P003,Beverages,30.0,0,4,0,0,197,73
2023-12-16,S002,P003,Beverages,30.0,0,5,1,0,369,84
2023-12-17,S002,P003,Beverages,30.0,0,6,1,0,271,79
2023-12-18,S002,P003,Beverages,30.0,0,0,0,0,168,67
2023-12-19,S002,P003,Beverages,30.0,0,1,0,0,197,57
2023-12-20,S002,P003,Beverages,30.0,0,2,0,0,187,47
2023-12-21,S002,P003,Beverages,24.0,1,3,0,0,220,130
2023-12-22,S002,P003,Beverages,30.0,0,4,0,0,156,70
2023-12-23,S002,P003,Beverages,30.0,0,5,1,0,248,97
2023-12-24,S002,P003,Beverages,30.0,0,6,1,0,313,83
2023-12-25,S002,P003,Beverages,30.0,0,0,0,1,210,88
2023-12-26,S002,P003,Beverages,30.0,0,1,0,0,151,71
2023-12-27,S002,P003,Beverages,30.0,0,2,0,0,200,39
2023-12-28,S002,P003,Beverages,27.0,0,3,0,0,180,74
2023-12-29,S002,P003,Beverages,30.0,0,4,0,0,193,88
2023-12-30,S002,P003,Beverages,30.0,0,5,1,0,258,98
2023-12-31,S002,P003,Beverages,30.0,0,6,1,0,253,86
2024-01-01,S002,P003,Beverages,30.0,0,0,0,1,197,96
2024-01-02,S002,P003,Beverages,30.0,0,1,0,0,118,62
2024-01-03,S002,P003,Beverages,30.0,0,2,0,0,137,54
2024-01-04,S002,P003,Beverages,30.0,0,3,0,0,241,53
2024-01-05,S002,P003,Beverages,30.0,0,4,0,0,193,66
2024-01-06,S002,P003,Beverages,31.5,0,5,1,0,302,92
2024-01-07,S002,P003,Beverages,30.0,0,6,1,0,240,81
2024-01-08,S002,P003,Beverages,30.0,0,0,0,0,155,37
2024-01-09,S002,P003,Beverages,30.0,0,1,0,0,215,47
2024-01-10,S002,P003,Beverages,31.5,0,2,0,0,184,43
2024-01-11,S002,P003,Beverages,30.0,0,3,0,0,241,61
2024-01-12,S002,P003,Beverages,31.5,0,4,0,0,263,52
2024-01-13,S002,P003,Beverages,30.0,0,5,1,0,360,180
2024-01-14,S002,P003,Beverages,30.0,0,6,1,0,197,67
2024-01-15,S002,P003,Beverages,30.0,0,0,0,1,164,99
2024-01-16,S002,P003,Beverages,30.0,0,1,0,0,168,47
2024-01-17,S002,P003,Beverages,30.0,0,2,0,0,156,52
2024-01-18,S002,P003,Beverages,30.0,0,3,0,0,230,55
2024-01-19,S002,P003,Beverages,30.0,0,4,0,0,177,71
2024-01-20,S002,P003,Beverages,30.0,0,5,1,0,258,82
2024-01-21,S002,P003,Beverages,30.0,0,6,1,0,221,95
2024-01-22,S002,P003,Beverages,31.5,0,0,0,0,217,60
2024-01-23,S002,P003,Beverages,30.0,0,1,0,0,158,55
2024-01-24,S002,P003,Beverages,30.0,0,2,0,0,166,58
2024-01-25,S002,P003,Beverages,30.0,0,3,0,0,220,50
2024-01-26,S002,P003,Beverages,30.0,0,4,0,0,212,62
2024-01-27,S002,P003,Beverages,30.0,0,5,1,1,235,154
2024-01-28,S002,P003,Beverages,30.0,0,6,1,0,265,74
2024-01-29,S002,P003,Beverages,30.0,0,0,0,0,161,53
2024-01-30,S002,P003,Beverages,27.0,0,1,0,0,182,54
2024-01-31,S002,P003,Beverages,30.0,0,2,0,0,193,54
2024-02-01,S002,P003,Beverages,30.0,0,3,0,0,226,47
2024-02-02,S002,P003,Beverages,30.0,0,4,0,0,201,84
2024-02-03,S002,P003,Beverages,30.0,0,5,1,0,326,96
2024-02-04,S002,P003,Beverages,30.0,0,6,1,0,267,108
2024-02-05,S002,P003,Beverages,30.0,0,0,0,0,152,78
2024-02-06,S002,P003,Beverages,30.0,0,1,0,0,187,40
2024-02-07,S002,P003,Beverages,30.0,0,2,0,0,161,56
2024-02-08,S002,P003,Beverages,30.0,0,3,0,0,161,56
2024-02-09,S002,P003,Beverages,30.0,0,4,0,0,258,60
2024-02-10,S002,P003,Beverages,30.0,0,5,1,0,363,97
2024-02-11,S002,P003,Beverages,30.0,0,6,1,0,209,91
2024-02-12,S002,P003,Beverages,30.0,0,0,0,0,47,34
2024-02-13,S002,P003,Beverages,30.0,0,1,0,0,161,66
2024-02-14,S002,P003,Beverages,30.0,0,2,0,0,154,49
2024-02-15,S002,P003,Beverages,30.0,0,3,0,0,172,63
2024-02-16,S002,P003,Beverages,30.0,0,4,0,0,168,70
2024-02-17,S002,P003,Beverages,30.0,0,5,1,0,291,87
2024-02-18,S002,P003,Beverages,30.0,0,6,1,0,230,94
2024-02-19,S002,P003,Beverages,30.0,0,0,0,0,123,43
2024-02-20,S002,P003,Beverages,30.0,0,1,0,0,205,43
2024-02-21,S002,P003,Beverages,30.0,0,2,0,0,120,38
2024-02-22,S002,P003,Beverages,30.0,0,3,0,0,233,69
2024-02-23,S002,P003,Beverages,30.0,0,4,0,0,192,73
2024-02-24,S002,P003,Beverages,30.0,0,5,1,0,247,75
2024-02-25,S002,P003,Beverages,30.0,0,6,1,0,340,101
2024-02-26,S002,P003,Beverages,30.0,0,0,0,0,218,59
2024-02-27,S002,P003,Beverages,30.0,0,1,0,0,182,66
2024-02-28,S002,P003,Beverages,30.0,0,2,0,0,181,52
2024-02-29,S002,P003,Beverages,30.0,0,3,0,0,144,69
2024-03-01,S002,P003,Beverages,30.0,0,4,0,0,31,31
2024-03-02,S002,P003,Beverages,30.0,0,5,1,0,327,92
2024-03-03,S002,P003,Beverages,30.0,0,6,1,0,258,85
2024-03-04,S002,P003,Beverages,30.0,0,0,0,0,121,70
2024-03-05,S002,P003,Beverages,30.0,0,1,0,0,136,49
2024-03-06,S002,P003,Beverages,30.0,0,2,0,0,130,66
2024-03-07,S002,P003,Beverages,30.0,0,3,0,0,164,59
2024-03-08,S002,P003,Beverages,27.0,0,4,0,0,172,103
2024-03-09,S002,P003,Beverages,30.0,0,5,1,0,360,101
2024-03-10,S002,P003,Beverages,30.0,0,6,1,0,203,95
2024-03-11,S002,P003,Beverages,30.0,0,0,0,0,171,78
2024-03-12,S002,P003,Beverages,30.0,0,1,0,0,194,68
2024-03-13,S002,P003,Beverages,30.0,0,2,0,0,185,55
2024-03-14,S002,P003,Beverages,30.0,0,3,0,0,227,63
2024-03-15,S002,P003,Beverages,25.2,1,4,0,0,277,146
2024-03-16,S002,P003,Beverages,30.0,0,5,1,0,281,120
2024-03-17,S002,P003,Beverages,30.0,0,6,1,0,304,107
2024-03-18,S002,P003,Beverages,27.0,0,0,0,0,119,90
2024-03-19,S002,P003,Beverages,27.0,0,1,0,0,149,76
2024-03-20,S002,P003,Beverages,30.0,0,2,0,0,164,73
2024-03-21,S002,P003,Beverages,28.5,0,3,0,0,183,82
2024-03-22,S002,P003,Beverages,30.0,0,4,0,0,237,77
2024-03-23,S002,P003,Beverages,30.0,0,5,1,0,244,101
2024-03-24,S002,P003,Beverages,30.0,0,6,1,0,292,105
2024-03-25,S002,P003,Beverages,30.0,0,0,0,0,205,73
2024-03-26,S002,P003,Beverages,30.0,0,1,0,0,225,65
2024-03-27,S002,P003,Beverages,30.0,0,2,0,0,146,70
2024-03-28,S002,P003,Beverages,30.0,0,3,0,0,133,85
2024-03-29,S002,P003,Beverages,30.0,0,4,0,0,291,65
2024-03-30,S002,P003,Beverages,30.0,0,5,1,0,339,129
2024-03-31,S002,P003,Beverages,30.0,0,6,1,0,331,118
2024-04-01,S002,P003,Beverages,30.0,0,0,0,0,144,54
2024-04-02,S002,P003,Beverages,30.0,0,1,0,0,193,44
2024-04-03,S002,P003,Beverages,30.0,0,2,0,1,155,126
2024-04-04,S002,P003,Beverages,30.0,0,3,0,0,187,84
2024-04-05,S002,P003,Beverages,30.0,0,4,0,0,291,98
2024-04-06,S002,P003,Beverages,30.0,0,5,1,0,344,140
2024-04-07,S002,P003,Beverages,30.0,0,6,1,0,313,121
2024-04-08,S002,P003,Beverages,30.0,0,0,0,0,152,66
2024-04-09,S002,P003,Beverages,30.0,0,1,0,0,158,80
2024-04-10,S002,P003,Beverages,30.0,0,2,0,0,147,79
2024-04-11,S002,P003,Beverages,30.0,0,3,0,0,146,70
2024-04-12,S002,P003,Beverages,28.5,0,4,0,0,275,102
2024-04-13,S002,P003,Beverages,30.0,0,5,1,0,271,119
2024-04-14,S002,P003,Beverages,30.0,0,6,1,0,247,133
2024-04-15,S002,P003,Beverages,30.0,0,0,0,0,147,73
2024-04-16,S002,P003,Beverages,24.0,1,1,0,0,181,169
2024-04-17,S002,P003,Beverages,30.0,0,2,0,0,126,79
2024-04-18,S002,P003,Beverages,30.0,0,3,0,0,234,83
2024-04-19,S002,P003,Beverages,30.0,0,4,0,0,243,109
2024-04-20,S002,P003,Beverages,30.0,0,5,1,0,293,125
2024-04-21,S002,P003,Beverages,30.0,0,6,1,0,250,112
2024-04-22,S002,P003,Beverages,30.0,0,0,0,0,209,98
2024-04-23,S002,P003,Beverages,30.0,0,1,0,0,128,88
2024-04-24,S002,P003,Beverages,30.0,0,2,0,0,153,74
2024-04-25,S002,P003,Beverages,30.0,0,3,0,0,197,101
2024-04-26,S002,P003,Beverages,30.0,0,4,0,0,215,106
2024-04-27,S002,P003,Beverages,30.0,0,5,1,0,362,128
2024-04-28,S002,P003,Beverages,30.0,0,6,1,0,67,67
2024-04-29,S002,P003,Beverages,28.5,0,0,0,0,165,92
2024-04-30,S002,P003,Beverages,30.0,0,1,0,0,197,75
2024-05-01,S002,P003,Beverages,30.0,0,2,0,0,164,72
2024-05-02,S002,P003,Beverages,30.0,0,3,0,0,244,87
2024-05-03,S002,P003,Beverages,30.0,0,4,0,0,215,106
2024-05-04,S002,P003,Beverages,30.0,0,5,1,0,250,140
2024-05-05,S002,P003,Beverages,30.0,0,6,1,0,247,123
2024-05-06,S002,P003,Beverages,30.0,0,0,0,0,204,86
2024-05-07,S002,P003,Beverages,30.0,0,1,0,0,134,98
2024-05-08,S002,P003,Beverages,30.0,0,2,0,0,217,80
2024-05-09,S002,P003,Beverages,30.0,0,3,0,0,200,95
2024-05-10,S002,P003,Beverages,30.0,0,4,0,0,208,92
2024-05-11,S002,P003,Beverages,30.0,0,5,1,1,266,265
2024-05-12,S002,P003,Beverages,30.0,0,6,1,0,283,125
2024-05-13,S002,P003,Beverages,30.0,0,0,0,0,215,87
2024-05-14,S002,P003,Beverages,27.0,0,1,0,0,205,106
2024-05-15,S002,P003,Beverages,30.0,0,2,0,0,125,96
2024-05-16,S002,P003,Beverages,30.0,0,3,0,1,204,165
2024-05-17,S002,P003,Beverages,30.0,0,4,0,0,168,106
2024-05-18,S002,P003,Beverages,28.5,0,5,1,0,258,176
2024-05-19,S002,P003,Beverages,30.0,0,6,1,0,248,141
2024-05-20,S002,P003,Beverages,24.0,1,0,0,0,200,192
2024-05-21,S002,P003,Beverages,27.0,0,1,0,0,40,40
2024-05-22,S002,P003,Beverages,30.0,0,2,0,0,179,179
2024-05-23,S002,P003,Beverages,30.0,0,3,0,0,183,84
2024-05-24,S002,P003,Beverages,30.0,0,4,0,0,178,124
2024-05-25,S002,P003,Beverages,28.5,0,5,1,0,260,174
2024-05-26,S002,P003,Beverages,30.0,0,6,1,0,327,141
2024-05-27,S002,P003,Beverages,31.5,0,0,0,0,140,80
2024-05-28,S002,P003,Beverages,30.0,0,1,0,0,140,98
2024-05-29,S002,P003,Beverages,30.0,0,2,0,0,163,92
2024-05-30,S002,P003,Beverages,24.0,1,3,0,0,175,175
2024-05-31,S002,P003,Beverages,24.0,1,4,0,0,281,261
2024-06-01,S002,P003,Beverages,28.5,0,5,1,1,307,292
2024-06-02,S002,P003,Beverages,30.0,0,6,1,0,226,160
2024-06-03,S002,P003,Beverages,30.0,0,0,0,0,125,96
2024-06-04,S002,P003,Beverages,27.0,0,1,0,0,160,109
2024-06-05,S002,P003,Beverages,30.0,0,2,0,0,145,76
2024-06-06,S002,P003,Beverages,30.0,0,3,0,0,244,105
2024-06-07,S002,P003,Beverages,30.0,0,4,0,0,279,118
2024-06-08,S002,P003,Beverages,30.0,0,5,1,0,192,151
2024-06-09,S002,P003,Beverages,30.0,0,6,1,0,211,149
2024-06-10,S002,P003,Beverages,30.0,0,0,0,0,175,175
2024-06-11,S002,P003,Beverages,30.0,0,1,0,0,180,98
2024-06-12,S002,P003,Beverages,30.0,0,2,0,0,137,76
2024-06-13,S002,P003,Beverages,30.0,0,3,0,1,214,190
2024-06-14,S002,P003,Beverages,30.0,0,4,0,0,277,107
2024-06-15,S002,P003,Beverages,27.0,0,5,1,0,361,202
2024-06-16,S002,P003,Beverages,30.0,0,6,1,0,231,162
2024-06-17,S002,P003,Beverages,24.0,1,0,0,0,151,151
2024-06-18,S002,P003,Beverages,27.0,0,1,0,0,196,112
2024-06-19,S002,P003,Beverages,30.0,0,2,0,0,202,108
2024-06-20,S002,P003,Beverages,30.0,0,3,0,0,154,116
2024-06-21,S002,P003,Beverages,30.0,0,4,0,0,162,118
2024-06-22,S002,P003,Beverages,30.0,0,5,1,0,53,53
2024-06-23,S002,P003,Beverages,30.0,0,6,1,0,315,157
2024-06-24,S002,P003,Beverages,30.0,0,0,0,0,195,103
2024-06-25,S002,P003,Beverages,30.0,0,1,0,0,142,80
2024-06-26,S002,P003,Beverages,28.5,0,2,0,0,168,103
2024-06-27,S002,P003,Beverages,30.0,0,3,0,0,207,93
2024-06-28,S002,P003,Beverages,24.0,1,4,0,0,161,161
2024-06-29,S002,P003,Beverages,30.0,0,5,1,0,235,163
2024-06-30,S002,P003,Beverages,30.0,0,6,1,0,305,154
2024-07-01,S002,P003,Beverages,30.0,0,0,0,0,184,92
2024-07-02,S002,P003,Beverages,30.0,0,1,0,0,191,97
2024-07-03,S002,P003,Beverages,30.0,0,2,0,0,180,105
2024-07-04,S002,P003,Beverages,30.0,0,3,0,0,176,88
2024-07-05,S002,P003,Beverages,30.0,0,4,0,0,185,137
2024-07-06,S002,P003,Beverages,30.0,0,5,1,0,259,159
2024-07-07,S002,P003,Beverages,28.5,0,6,1,0,290,173
2024-07-08,S002,P003,Beverages,30.0,0,0,0,0,214,107
2024-07-09,S002,P003,Beverages,30.0,0,1,0,0,148,91
2024-07-10,S002,P003,Beverages,27.0,0,2,0,0,219,115
2024-07-11,S002,P003,Beverages,30.0,0,3,0,0,199,95
2024-07-12,S002,P003,Beverages,27.0,0,4,0,0,275,144
2024-07-13,S002,P003,Beverages,30.0,0,5,1,0,218,156
2024-07-14,S002,P003,Beverages,30.0,0,6,1,0,202,157
2024-07-15,S002,P003,Beverages,30.0,0,0,0,0,217,92
2024-07-16,S002,P003,Beverages,30.0,0,1,0,0,218,101
2024-07-17,S002,P003,Beverages,30.0,0,2,0,0,183,99
2024-07-18,S002,P003,Beverages,30.0,0,3,0,0,150,118
